PSGC,GEOLEVEL,LGUNAME
0305408015,BGY,San Francisco
0305408016,BGY,San Isidro
0305408017,BGY,San Jose Apunan
0305408018,BGY,San Jose Gumi
0305408019,BGY,San Juan
0305408020,BGY,San Matias
0305408021,BGY,San Miguel
0305408022,BGY,San Nicolas 1st
0305408023,BGY,San Nicolas 2nd
0305408024,BGY,San Pablo 1st
0305408025,BGY,San Pablo 2nd
0305408026,BGY,San Pedro Palcarangan
0305408027,BGY,San Pedro Saug
0305408029,BGY,San Roque Arbol
0305408030,BGY,San Roque Dau
0305408031,BGY,San Vicente
0305408032,BGY,Santa Barbara
0305408033,BGY,Santa Catalina
0305408034,BGY,Santa Cruz
0305408035,BGY,Santa Lucia
0305408036,BGY,Santa Maria
0305408037,BGY,Santa Monica
0305408038,BGY,Santa Rita
0305408040,BGY,Santa Teresa 1st
0305408041,BGY,Santa Teresa 2nd
0305408042,BGY,Santiago
0305408043,BGY,Santo Domingo
0305408044,BGY,Santo Ni o
0305408045,BGY,Santo Tomas
0305408046,BGY,Santo Cristo
0305409000,CITY,Mabalacat City
0305409001,BGY,Atlu-Bola
0305409002,BGY,Bical
0305409003,BGY,Bundagul
0305409004,BGY,Cacutud
0305409005,BGY,Calumpang
0305409006,BGY,Camachiles
0305409007,BGY,Dapdap
0305409008,BGY,Dau
0305409009,BGY,Dolores
0305409010,BGY,Duquit
0305409011,BGY,Lakandula
0305409012,BGY,Mabiga
0305409013,BGY,Macapagal Village
0305409015,BGY,Mamatitang
0305409016,BGY,Mangalit
0305409017,BGY,Marcos Village
0305409018,BGY,Mawaque
0305409019,BGY,Paralayunan
0305409020,BGY,Poblacion
0305409021,BGY,San Francisco
0305409022,BGY,San Joaquin
0305409023,BGY,Santa Ines
0305409024,BGY,Santa Maria
0305409025,BGY,Santo Rosario
0305409026,BGY,Sapang Balen
0305409027,BGY,Sapang Biabas
0305409028,BGY,Tabun
0305410000,MUN,Macabebe
0305410001,BGY,Batasan
0305410002,BGY,Caduang Tete
0305410003,BGY,Candelaria
0305410004,BGY,Castuli
0305410005,BGY,Consuelo
0305410006,BGY,Dalayap
0305410007,BGY,Mataguiti
0305410008,BGY,San Esteban
0305410009,BGY,San Francisco
0305410010,BGY,San Gabriel
0305410011,BGY,San Isidro
0305410012,BGY,San Jose
0305410013,BGY,San Juan
0305410014,BGY,San Rafael
0305410015,BGY,San Roque
0305410016,BGY,San Vicente
0305410017,BGY,Sta. Cruz
0305410018,BGY,Sta. Lutgarda
0305410019,BGY,Sta. Maria
0305410020,BGY,Sta. Rita
0305410021,BGY,Sto. Ni o
0305410022,BGY,Sto. Rosario
0305410023,BGY,Saplad David
0305410024,BGY,Tacasan
0305410025,BGY,Telacsan
0305411000,MUN,Magalang
0305411001,BGY,Camias
0305411002,BGY,Dolores
0305411003,BGY,Escaler
0305411004,BGY,La Paz
0305411005,BGY,Navaling
0305411006,BGY,San Agustin
0305411007,BGY,San Antonio
0305411008,BGY,San Franciso
0305411009,BGY,San Ildefonso
0305411010,BGY,San Isidro
0305411011,BGY,San Jose
0305411012,BGY,San Miguel
0305411013,BGY,San Nicolas 1st
0305411014,BGY,San Nicolas 2nd
0305411015,BGY,San Pablo
0305411016,BGY,San Pedro I
0305411017,BGY,San Pedro II
0305411018,BGY,San Roque
0305411019,BGY,San Vicente
0305411020,BGY,Santa Cruz
0305411021,BGY,Santa Lucia
0305411022,BGY,Santa Maria
0305411023,BGY,Santo Ni o
0305411024,BGY,Santo Rosario
0305411025,BGY,Bucanan
0305411026,BGY,Turu
0305411027,BGY,Ayala
0305412000,MUN,Masantol
0305412001,BGY,Alauli
0305412003,BGY,Bagang
0305412004,BGY,Balibago
0305412006,BGY,Bebe Anac
0305412007,BGY,Bebe Matua
0305412008,BGY,Bulacus
0305412009,BGY,San Agustin
0305412010,BGY,Sta. Monica
0305412011,BGY,Cambasi
0305412012,BGY,Malauli
0305412013,BGY,Nigui
0305412014,BGY,Palimpe
0305412015,BGY,Puti
0305412016,BGY,Sagrada
0305412017,BGY,San Isidro Anac
0305412018,BGY,San Isidro Matua
0305412019,BGY,San Nicolas
0305412020,BGY,San Pedro
0305412021,BGY,Sta. Cruz
0305412023,BGY,Sta. Lucia Matua
0305412024,BGY,Sta. Lucia Paguiba
0305412025,BGY,Sta. Lucia Wakas
0305412026,BGY,Sta. Lucia Anac
0305412027,BGY,Sapang Kawayan
0305412028,BGY,Sua
0305412029,BGY,Sto. Ni o
0305413000,MUN,Mexico
0305413001,BGY,Acli
0305413002,BGY,Anao
0305413003,BGY,Balas
0305413004,BGY,Buenavista
0305413005,BGY,Camuning
0305413006,BGY,Cawayan
0305413007,BGY,Concepcion
0305413008,BGY,Culubasa
0305413009,BGY,Divisoria
0305413010,BGY,Dolores
0305413011,BGY,Eden
0305413012,BGY,Gandus
0305413013,BGY,Lagundi
0305413014,BGY,Laput
0305413015,BGY,Laug
0305413017,BGY,Masamat
0305413018,BGY,Masangsang
0305413020,BGY,Nueva Victoria
0305413021,BGY,Pandacaqui
0305413022,BGY,Pangatlan
0305413023,BGY,Panipuan
0305413024,BGY,Parian
0305413025,BGY,Sabanilla
0305413026,BGY,San Antonio
0305413027,BGY,San Carlos
0305413029,BGY,San Jose Malino
0305413030,BGY,San Jose Matulid
0305413031,BGY,San Juan
0305413032,BGY,San Lorenzo
0305413033,BGY,San Miguel
0305413034,BGY,San Nicolas
0305413035,BGY,San Pablo
0305413036,BGY,San Patricio
0305413037,BGY,San Rafael
0305413038,BGY,San Roque
0305413039,BGY,San Vicente
0305413040,BGY,Santa Cruz
0305413041,BGY,Santa Maria
0305413042,BGY,Santo Domingo
0305413043,BGY,Santo Rosario
0305413044,BGY,Sapang Maisac
0305413045,BGY,Suclaban
0305413046,BGY,Tangle
0305414000,MUN,Minalin
0305414001,BGY,Bulac
0305414002,BGY,Dawe
0305414003,BGY,Lourdes
0305414004,BGY,Maniango
0305414006,BGY,San Francisco 1st
0305414007,BGY,San Francisco 2nd
0305414008,BGY,San Isidro
0305414009,BGY,San Nicolas
0305414010,BGY,San Pedro
0305414011,BGY,Sta. Catalina
0305414012,BGY,Sta. Maria
0305414013,BGY,Sta. Rita
0305414014,BGY,Sto. Domingo
0305414015,BGY,Sto. Rosario
0305414016,BGY,Saplad
0305415000,MUN,Porac
0305415001,BGY,Babo Pangulo
0305415002,BGY,Babo Sacan
0305415004,BGY,Balubad
0305415008,BGY,Calzadang Bayu
0305415009,BGY,Camias
0305415010,BGY,Cangatba
0305415011,BGY,Diaz
0305415013,BGY,Dolores
0305415014,BGY,Jalung
0305415016,BGY,Mancatian
0305415017,BGY,Manibaug Libutad
0305415018,BGY,Manibaug Paralaya
0305415019,BGY,Manibaug Pasig
0305415020,BGY,Manuali
0305415021,BGY,Mitla Proper
0305415022,BGY,Palat
0305415023,BGY,Pias
0305415024,BGY,Pio
0305415025,BGY,Planas
0305415026,BGY,Poblacion
0305415028,BGY,Pulung Santol
0305415029,BGY,Salu
0305415030,BGY,San Jose Mitla
0305415031,BGY,Sta. Cruz
0305415032,BGY,Sepung Bulaon
0305415033,BGY,Sinura
0305415035,BGY,Villa Maria
0305415036,BGY,Inararo
0305415037,BGY,Sapang Uwak
0305416000,CITY,City of San Fernando
0305416001,BGY,Alasas
0305416002,BGY,Baliti
0305416003,BGY,Bulaon
0305416004,BGY,Calulut
0305416005,BGY,Dela Paz Norte
0305416006,BGY,Dela Paz Sur
0305416007,BGY,Del Carmen
0305416008,BGY,Del Pilar
0305416009,BGY,Del Rosario
0305416010,BGY,Dolores
0305416011,BGY,Juliana
0305416012,BGY,Lara
0305416013,BGY,Lourdes
0305416014,BGY,Magliman
0305416015,BGY,Maimpis
0305416016,BGY,Malino
0305416017,BGY,Malpitic
0305416019,BGY,Pandaras
0305416020,BGY,Panipuan
0305416021,BGY,Santo Rosario
0305416022,BGY,Quebiauan
0305416023,BGY,Saguin
0305416024,BGY,San Agustin
0305416025,BGY,San Felipe
0305416026,BGY,San Isidro
0305416027,BGY,San Jose
0305416029,BGY,San Juan
0305416030,BGY,San Nicolas
0305416031,BGY,San Pedro
0305416032,BGY,Santa Lucia
0305416033,BGY,Santa Teresita
0305416034,BGY,Santo Ni o
0305416036,BGY,Sindalan
0305416037,BGY,Telabastagan
0305416038,BGY,Pulung Bulu
0305417000,MUN,San Luis
0305417001,BGY,San Agustin
0305417002,BGY,San Carlos
0305417003,BGY,San Isidro
0305417004,BGY,San Jose
0305417005,BGY,San Juan
0305417006,BGY,San Nicolas
0305417008,BGY,San Roque
0305417009,BGY,San Sebastian
0305417010,BGY,Santa Catalina
0305417011,BGY,Santa Cruz Pambilog
0305417012,BGY,Santa Cruz Poblacion
0305417013,BGY,Santa Lucia
0305417014,BGY,Santa Monica
0305417015,BGY,Santa Rita
0305417016,BGY,Santo Ni o
0305417017,BGY,Santo Rosario
0305417018,BGY,Santo Tomas
0305418000,MUN,San Simon
0305418001,BGY,Concepcion
0305418002,BGY,De La Paz
0305418003,BGY,San Juan
0305418004,BGY,San Agustin
0305418005,BGY,San Isidro
0305418006,BGY,San Jose
0305418007,BGY,San Miguel
0305418008,BGY,San Nicolas
0305418009,BGY,San Pablo Libutad
0305418010,BGY,San Pablo Proper
0305418011,BGY,San Pedro
0305418012,BGY,Santa Cruz
0305418013,BGY,Santa Monica
0305418014,BGY,Santo Ni o
0305419000,MUN,Santa Ana
0305419001,BGY,San Agustin
0305419002,BGY,San Bartolome
0305419003,BGY,San Isidro
0305419004,BGY,San Joaquin
0305419005,BGY,San Jose
0305419006,BGY,San Juan
0305419007,BGY,San Nicolas
0305419008,BGY,San Pablo
0305419009,BGY,San Pedro
0305419010,BGY,San Roque
0305419011,BGY,Santa Lucia
0305419012,BGY,Santa Maria
0305419013,BGY,Santiago
0305419014,BGY,Santo Rosario
0305420000,MUN,Santa Rita
0305420001,BGY,Becuran
0305420002,BGY,Dila-dila
0305420003,BGY,San Agustin
0305420004,BGY,San Basilio
0305420005,BGY,San Isidro
0305420006,BGY,San Jose
0305420007,BGY,San Juan
0305420008,BGY,San Matias
0305420009,BGY,San Vicente
0305420010,BGY,Santa Monica
0305421000,MUN,Sto. Tomas
0305421002,BGY,Moras De La Paz
0305421004,BGY,Poblacion
0305421005,BGY,San Bartolome
0305421006,BGY,San Matias
0305421007,BGY,San Vicente
0305421008,BGY,Santo Rosario
0305421009,BGY,Sapa
0305422000,MUN,Sasmuan
0305422001,BGY,Batang 1st
0305422002,BGY,Batang 2nd
0305422004,BGY,Mabuanbuan
0305422005,BGY,Malusac
0305422006,BGY,Sta. Lucia
0305422007,BGY,San Antonio
0305422008,BGY,San Nicolas 1st
0305422009,BGY,San Nicolas 2nd
0305422010,BGY,San Pedro
0305422011,BGY,Santa Monica
0305422012,BGY,Santo Tomas
0305422013,BGY,Sebitanan
0306900000,PROV,Tarlac
0306901000,MUN,Anao
0306901001,BGY,Baguindoc
0306901003,BGY,Bantog
0306901006,BGY,Campos
0306901008,BGY,Carmen
0306901009,BGY,Casili
0306901010,BGY,Don Ramon
0306901011,BGY,Hernando
0306901013,BGY,Poblacion
0306901015,BGY,Rizal
0306901016,BGY,San Francisco East
0306901017,BGY,San Francisco West
0306901018,BGY,San Jose North
0306901019,BGY,San Jose South
0306901020,BGY,San Juan
0306901021,BGY,San Roque
0306901022,BGY,Santo Domingo
0306901023,BGY,Sinense
0306901024,BGY,Suaverdez
0306902000,MUN,Bamban
0306902001,BGY,Anupul
0306902002,BGY,Banaba
0306902003,BGY,Bangcu
0306902004,BGY,Culubasa
0306902005,BGY,Dela Cruz
0306902006,BGY,La Paz
0306902007,BGY,Lourdes
0306902008,BGY,Malonzo
0306902009,BGY,Virgen de los Remedios
0306902010,BGY,San Nicolas
0306902011,BGY,San Pedro
0306902012,BGY,San Rafael
0306902013,BGY,San Roque
0306902014,BGY,San Vicente
0306902015,BGY,Santo Ni o
0306903000,MUN,Camiling
0306903001,BGY,Anoling 1st
0306903002,BGY,Anoling 2nd
0306903003,BGY,Anoling 3rd
0306903004,BGY,Bacabac
0306903005,BGY,Bacsay
0306903006,BGY,Bancay 1st
0306903007,BGY,San Isidro
0306903008,BGY,Bilad
0306903009,BGY,Birbira
0306903011,BGY,Bobon Caarosipan
0306903012,BGY,Bobon 1st
0306903013,BGY,Bobon 2nd
0306903016,BGY,Cabanabaan
0306903017,BGY,Cacamilingan Norte
0306903018,BGY,Cacamilingan Sur
0306903019,BGY,Caniag
0306903020,BGY,Carael
0306903021,BGY,Cayaoan
0306903022,BGY,Cayasan
0306903023,BGY,Florida
0306903024,BGY,Lasong
0306903025,BGY,Libueg
0306903027,BGY,Malacampa
0306903028,BGY,Manaquem
0306903029,BGY,Manupeg
0306903030,BGY,Marawi
0306903031,BGY,Matubog
0306903033,BGY,Nagrambacan
0306903034,BGY,Nagserialan
0306903035,BGY,Palimbo Proper
0306903036,BGY,Palimbo Caarosipan
0306903037,BGY,Pao 1st
0306903038,BGY,Pao 2nd
0306903039,BGY,Pao 3rd
0306903040,BGY,Papaac
0306903041,BGY,Pindangan 1st
0306903042,BGY,Pindangan 2nd
0306903043,BGY,Poblacion A
0306903044,BGY,Poblacion B
0306903045,BGY,Poblacion C
0306903046,BGY,Poblacion D
0306903047,BGY,Poblacion E
0306903048,BGY,Poblacion F
0306903049,BGY,Poblacion G
0306903050,BGY,Poblacion H
0306903051,BGY,Poblacion I
0306903052,BGY,Poblacion J
0306903053,BGY,Sta. Maria
0306903055,BGY,Sawat
0306903057,BGY,Sinilian 1st
0306903058,BGY,Sinilian 2nd
0306903059,BGY,Sinilian 3rd
0306903060,BGY,Sinilian Cacalibosoan
0306903061,BGY,Sinulatan 1st
0306903062,BGY,Sinulatan 2nd
0306903063,BGY,Surgui 1st
0306903064,BGY,Surgui 2nd
0306903065,BGY,Surgui 3rd
0306903066,BGY,Tambugan
0306903067,BGY,Telbang
0306903068,BGY,Tuec
0306904000,MUN,Capas
0306904001,BGY,Aranguren
0306904002,BGY,Bueno
0306904003,BGY,Cubcub
0306904004,BGY,Cutcut 1st
0306904005,BGY,Cutcut 2nd
0306904007,BGY,Dolores
0306904008,BGY,Estrada
0306904009,BGY,Lawy
0306904010,BGY,Manga
0306904011,BGY,Manlapig
0306904016,BGY,Santa Lucia
0306904017,BGY,Santa Rita
0306904019,BGY,Santo Domingo 1st
0306904020,BGY,Santo Domingo 2nd
0306904021,BGY,Santo Rosario
0306904022,BGY,Talaga
0306904023,BGY,Maruglu
0306904024,BGY,Santa Juliana
0306904025,BGY,Cristo Rey
0306905000,MUN,Concepcion
0306905001,BGY,Alfonso
0306905003,BGY,Balutu
0306905005,BGY,Cafe
0306905006,BGY,Calius Gueco
0306905007,BGY,Caluluan
0306905008,BGY,Castillo
0306905009,BGY,Corazon de Jesus
0306905010,BGY,Culatingan
0306905011,BGY,Dungan
0306905012,BGY,Dutung-A-Matas
0306905013,BGY,Lilibangan
0306905014,BGY,Mabilog
0306905015,BGY,Magao
0306905017,BGY,Malupa
0306905019,BGY,Minane
0306905021,BGY,Panalicsian
0306905022,BGY,Pando
0306905024,BGY,Parang
0306905025,BGY,Parulung
0306905026,BGY,Pitabunan
0306905027,BGY,San Agustin
0306905028,BGY,San Antonio
0306905029,BGY,San Bartolome
0306905030,BGY,San Francisco
0306905031,BGY,San Isidro
0306905032,BGY,San Jose
0306905033,BGY,San Juan
0306905034,BGY,San Martin
0306905035,BGY,San Nicolas
0306905036,BGY,San Nicolas Balas
0306905037,BGY,Santo Ni o
0306905040,BGY,Santa Cruz
0306905041,BGY,Santa Maria
0306905042,BGY,Santa Monica
0306905043,BGY,Santa Rita
0306905044,BGY,Santa Rosa
0306905045,BGY,Santiago
0306905046,BGY,Santo Cristo
0306905047,BGY,Santo Rosario
0306905049,BGY,Talimunduc Marimla
0306905050,BGY,Talimunduc San Miguel
0306905051,BGY,Telabanca
0306905053,BGY,Tinang
0306905054,BGY,San Vicente
0306905055,BGY,Green Village
0306906000,MUN,Gerona
0306906001,BGY,Abagon
0306906002,BGY,Amacalan
0306906003,BGY,Apsayan
0306906005,BGY,Ayson
0306906006,BGY,Bawa
0306906007,BGY,Buenlag
0306906008,BGY,Bularit
0306906009,BGY,Calayaan
0306906010,BGY,Carbonel
0306906011,BGY,Cardona
0306906012,BGY,Caturay
0306906013,BGY,Danzo
0306906014,BGY,Dicolor
0306906015,BGY,Don Basilio
0306906016,BGY,Luna
0306906017,BGY,Mabini
0306906018,BGY,Magaspac
0306906019,BGY,Malayep
0306906020,BGY,Matapitap
0306906021,BGY,Matayuncab
0306906022,BGY,New Salem
0306906024,BGY,Oloybuaya
0306906025,BGY,Padapada
0306906026,BGY,Parsolingan
0306906027,BGY,Pinasling
0306906028,BGY,Plastado
0306906029,BGY,Poblacion 1
0306906030,BGY,Poblacion 2
0306906031,BGY,Poblacion 3
0306906032,BGY,Quezon
0306906033,BGY,Rizal
0306906034,BGY,Salapungan
0306906035,BGY,San Agustin
0306906036,BGY,San Antonio
0306906037,BGY,San Bartolome
0306906038,BGY,San Jose
0306906039,BGY,Santa Lucia
0306906040,BGY,Santiago
0306906041,BGY,Sembrano
0306906043,BGY,Singat
0306906044,BGY,Sulipa
0306906045,BGY,Tagumbao
0306906047,BGY,Tangcaran
0306906048,BGY,Villa Paz
0306907000,MUN,La Paz
0306907001,BGY,Balanoy
0306907002,BGY,Bantog-Caricutan
0306907003,BGY,Caramutan
0306907004,BGY,Caut
0306907005,BGY,Comillas
0306907006,BGY,Dumarais
0306907007,BGY,Guevarra
0306907008,BGY,Kapanikian
0306907009,BGY,La Purisima
0306907010,BGY,Lara
0306907011,BGY,Laungcupang
0306907012,BGY,Lomboy
0306907013,BGY,Macalong
0306907014,BGY,Matayumtayum
0306907015,BGY,Mayang
0306907016,BGY,Motrico
0306907017,BGY,Paludpud
0306907018,BGY,Rizal
0306907019,BGY,San Isidro
0306907020,BGY,San Roque
0306907021,BGY,Sierra
0306908000,MUN,Mayantoc
0306908001,BGY,Ambalingit
0306908002,BGY,Baybayaoas
0306908003,BGY,Bigbiga
0306908004,BGY,Binbinaca
0306908005,BGY,Calabtangan
0306908006,BGY,Caocaoayan
0306908007,BGY,Carabaoan
0306908008,BGY,Cubcub
0306908009,BGY,Gayonggayong
0306908010,BGY,Gossood
0306908011,BGY,Labney
0306908012,BGY,Mamonit
0306908013,BGY,Maniniog
0306908014,BGY,Mapandan
0306908015,BGY,Nambalan
0306908016,BGY,Pedro L. Quines
0306908017,BGY,Pitombayog
0306908018,BGY,Poblacion Norte
0306908019,BGY,Poblacion Sur
0306908020,BGY,Rotrottooc
0306908021,BGY,San Bartolome
0306908022,BGY,San Jose
0306908023,BGY,Taldiapan
0306908024,BGY,Tangcarang
0306909000,MUN,Moncada
0306909001,BGY,Ablang-Sapang
0306909002,BGY,Aringin
0306909003,BGY,Atencio
0306909004,BGY,Banaoang East
0306909005,BGY,Banaoang West
0306909006,BGY,Baquero Norte
0306909007,BGY,Baquero Sur
0306909008,BGY,Burgos
0306909009,BGY,Calamay
0306909010,BGY,Calapan
0306909011,BGY,Camangaan East
0306909012,BGY,Camangaan West
0306909013,BGY,Camposanto 1 - Norte
0306909014,BGY,Camposanto 1 - Sur
0306909015,BGY,Camposanto 2
0306909016,BGY,Capaoayan
0306909017,BGY,Lapsing
0306909018,BGY,Mabini
0306909019,BGY,Maluac
0306909020,BGY,Poblacion 1
0306909021,BGY,Poblacion 2
0306909022,BGY,Poblacion 3
0306909023,BGY,Poblacion 4
0306909024,BGY,Rizal
0306909025,BGY,San Juan
0306909026,BGY,San Julian
0306909027,BGY,San Leon
0306909028,BGY,San Pedro
0306909029,BGY,San Roque
0306909030,BGY,Santa Lucia East
0306909031,BGY,Santa Lucia West
0306909032,BGY,Santa Maria
0306909033,BGY,Santa Monica
0306909034,BGY,Tubectubang
0306909035,BGY,Tolega Norte
0306909036,BGY,Tolega Sur
0306909038,BGY,Villa
0306910000,MUN,Paniqui
0306910001,BGY,Abogado
0306910002,BGY,Acocolao
0306910003,BGY,Aduas
0306910004,BGY,Apulid
0306910005,BGY,Balaoang
0306910006,BGY,Barang
0306910007,BGY,Brillante
0306910008,BGY,Burgos
0306910009,BGY,Cabayaoasan
0306910010,BGY,Canan
0306910011,BGY,Carino
0306910012,BGY,Cayanga
0306910013,BGY,Colibangbang
0306910014,BGY,Coral
0306910015,BGY,Dapdap
0306910016,BGY,Estacion
0306910017,BGY,Mabilang
0306910018,BGY,Manaois
0306910019,BGY,Matalapitap
0306910020,BGY,Nagmisaan
0306910021,BGY,Nancamarinan
0306910022,BGY,Nipaco
0306910023,BGY,Patalan
0306910024,BGY,Poblacion Norte
0306910025,BGY,Poblacion Sur
0306910026,BGY,Rang-ayan
0306910027,BGY,Salumague
0306910028,BGY,Samput
0306910029,BGY,San Carlos
0306910030,BGY,San Isidro
0306910031,BGY,San Juan de Milla
0306910032,BGY,Santa Ines
0306910033,BGY,Sinigpit
0306910034,BGY,Tablang
0306910035,BGY,Ventenilla
0306911000,MUN,Pura
0306911001,BGY,Balite
0306911002,BGY,Buenavista
0306911003,BGY,Cadanglaan
0306911004,BGY,Estipona
0306911005,BGY,Linao
0306911006,BGY,Maasin
0306911007,BGY,Matindeg
0306911008,BGY,Maungib
0306911009,BGY,Naya
0306911010,BGY,Nilasin 1st
0306911011,BGY,Nilasin 2nd
0306911012,BGY,Poblacion 1
0306911013,BGY,Poblacion 2
0306911014,BGY,Poblacion 3
0306911015,BGY,Poroc
0306911018,BGY,Singat
0306912000,MUN,Ramos
0306912001,BGY,Coral-Iloco
0306912002,BGY,Guiteb
0306912003,BGY,Pance
0306912004,BGY,Poblacion Center
0306912005,BGY,Poblacion North
0306912006,BGY,Poblacion South
0306912007,BGY,San Juan
0306912008,BGY,San Raymundo
0306912009,BGY,Toledo
0306913000,MUN,San Clemente
0306913001,BGY,Balloc
0306913002,BGY,Bamban
0306913004,BGY,Casipo
0306913005,BGY,Catagudingan
0306913006,BGY,Daldalayap
0306913007,BGY,Doclong 1
0306913008,BGY,Doclong 2
0306913010,BGY,Maasin
0306913011,BGY,Nagsabaran
0306913013,BGY,Pit-ao
0306913014,BGY,Poblacion Norte
0306913015,BGY,Poblacion Sur
0306914000,MUN,San Manuel
0306914001,BGY,Colubot
0306914002,BGY,Lanat
0306914003,BGY,Legaspi
0306914004,BGY,Mangandingay
0306914005,BGY,Matarannoc
0306914006,BGY,Pacpaco
0306914007,BGY,Poblacion
0306914008,BGY,Salcedo
0306914009,BGY,San Agustin
0306914010,BGY,San Felipe
0306914011,BGY,San Jacinto
0306914012,BGY,San Miguel
0306914013,BGY,San Narciso
0306914014,BGY,San Vicente
0306914015,BGY,Santa Maria
0306915000,MUN,Santa Ignacia
0306915001,BGY,Baldios
0306915002,BGY,Botbotones
0306915003,BGY,Caanamongan
0306915004,BGY,Cabaruan
0306915005,BGY,Cabugbugan
0306915006,BGY,Caduldulaoan
0306915007,BGY,Calipayan
0306915008,BGY,Macaguing
0306915009,BGY,Nambalan
0306915010,BGY,Padapada
0306915011,BGY,Pilpila
0306915012,BGY,Pinpinas
0306915013,BGY,Poblacion East
0306915014,BGY,Poblacion West
0306915015,BGY,Pugo-Cecilio
0306915016,BGY,San Francisco
0306915017,BGY,San Sotero
0306915018,BGY,San Vicente
0306915019,BGY,Santa Ines Centro
0306915020,BGY,Santa Ines East
0306915021,BGY,Santa Ines West
0306915022,BGY,Taguiporo
0306915023,BGY,Timmaguab
0306915024,BGY,Vargas
0306916000,CITY,City of Tarlac
0306916001,BGY,Aguso
0306916003,BGY,Alvindia Segundo
0306916004,BGY,Amucao
0306916005,BGY,Armenia
0306916006,BGY,Asturias
0306916007,BGY,Atioc
0306916008,BGY,Balanti
0306916009,BGY,Balete
0306916010,BGY,Balibago I
0306916011,BGY,Balibago II
0306916012,BGY,Balingcanaway
0306916013,BGY,Banaba
0306916014,BGY,Bantog
0306916015,BGY,Baras-baras
0306916016,BGY,Batang-batang
0306916018,BGY,Binauganan
0306916019,BGY,Bora
0306916020,BGY,Buenavista
0306916021,BGY,Buhilit
0306916023,BGY,Burot
0306916024,BGY,Calingcuan
0306916025,BGY,Capehan
0306916026,BGY,Carangian
0306916027,BGY,Central
0306916028,BGY,Culipat
0306916029,BGY,Cut-cut I
0306916030,BGY,Cut-cut II
0306916031,BGY,Dalayap
0306916034,BGY,Dela Paz
0306916035,BGY,Dolores
0306916039,BGY,Laoang
0306916041,BGY,Ligtasan
0306916042,BGY,Lourdes
0306916046,BGY,Mabini
0306916047,BGY,Maligaya
0306916048,BGY,Maliwalo
0306916050,BGY,Mapalacsiao
0306916051,BGY,Mapalad
0306916052,BGY,Matatalaib
0306916056,BGY,Paraiso
0306916057,BGY,Poblacion
0306916058,BGY,San Carlos
0306916059,BGY,San Francisco
0306916060,BGY,San Isidro
0306916061,BGY,San Jose
0306916062,BGY,San Jose de Urquico
0306916064,BGY,San Juan de Mata
0306916066,BGY,San Luis
0306916067,BGY,San Manuel
0306916068,BGY,San Miguel
0306916069,BGY,San Nicolas
0306916070,BGY,San Pablo
0306916071,BGY,San Pascual
0306916072,BGY,San Rafael
0306916073,BGY,San Roque
0306916074,BGY,San Sebastian
0306916075,BGY,San Vicente
0306916076,BGY,Santa Cruz
0306916077,BGY,Santa Maria
0306916078,BGY,Santo Cristo
0306916079,BGY,Santo Domingo
0306916080,BGY,Santo Ni o
0306916081,BGY,Sapang Maragul
0306916082,BGY,Sapang Tagalog
0306916083,BGY,Sepung Calzada
0306916084,BGY,Sinait
0306916085,BGY,Suizo
0306916087,BGY,Tariji
0306916088,BGY,Tibag
0306916089,BGY,Tibagan
0306916091,BGY,Trinidad
0306916093,BGY,Ungot
0306916096,BGY,Matadero
0306916097,BGY,Salapungan
0306916098,BGY,Villa Bacolor
0306916099,BGY,Care
0306917000,MUN,Victoria
0306917001,BGY,Baculong
0306917002,BGY,Balayang
0306917003,BGY,Balbaloto
0306917004,BGY,Bangar
0306917005,BGY,Bantog
0306917006,BGY,Batangbatang
0306917007,BGY,Bulo
0306917008,BGY,Cabuluan
0306917009,BGY,Calibungan
0306917010,BGY,Canarem
0306917011,BGY,Cruz
0306917012,BGY,Lalapac
0306917013,BGY,Maluid
0306917014,BGY,Mangolago
0306917015,BGY,Masalasa
0306917016,BGY,Palacpalac
0306917017,BGY,San Agustin
0306917018,BGY,San Andres
0306917019,BGY,San Fernando
0306917020,BGY,San Francisco
0306917021,BGY,San Gavino
0306917023,BGY,San Jacinto
0306917024,BGY,San Nicolas
0306917025,BGY,San Vicente
0306917026,BGY,Santa Barbara
