PSGC,GEOLEVEL,LGUNAME
0630200012,BGY,Barangay 17
0630200013,BGY,Barangay 18
0630200014,BGY,Barangay 19
0630200015,BGY,Barangay 2
0630200016,BGY,Barangay 20
0630200017,BGY,Barangay 21
0630200018,BGY,Barangay 22
0630200019,BGY,Barangay 23
0630200020,BGY,Barangay 24
0630200021,BGY,Barangay 25
0630200022,BGY,Barangay 26
0630200023,BGY,Barangay 27
0630200024,BGY,Barangay 28
0630200025,BGY,Barangay 29
0630200026,BGY,Barangay 3
0630200027,BGY,Barangay 30
0630200028,BGY,Barangay 31
0630200029,BGY,Barangay 32
0630200030,BGY,Barangay 33
0630200031,BGY,Barangay 34
0630200032,BGY,Barangay 35
0630200033,BGY,Barangay 36
0630200034,BGY,Barangay 37
0630200035,BGY,Barangay 38
0630200036,BGY,Barangay 39
0630200037,BGY,Barangay 4
0630200038,BGY,Barangay 40
0630200039,BGY,Barangay 41
0630200040,BGY,Barangay 5
0630200041,BGY,Barangay 6
0630200042,BGY,Barangay 7
0630200043,BGY,Barangay 8
0630200044,BGY,Barangay 9
0630200045,BGY,Bata
0630200046,BGY,Cabug
0630200047,BGY,Estefania
0630200048,BGY,Felisa
0630200049,BGY,Granada
0630200050,BGY,Mandalagan
0630200051,BGY,Mansilingan
0630200052,BGY,Montevista
0630200053,BGY,Pahanocoy
0630200054,BGY,Punta Taytay
0630200055,BGY,Singcang-Airport
0630200056,BGY,Sum-ag
0630200057,BGY,Taculing
0630200058,BGY,Tangub
0630200059,BGY,Villamonte
0630200060,BGY,Vista Alegre
0630200061,BGY,Handumanan
0631000000,CITY,City of Iloilo
0631000001,BGY,Santa Cruz
0631000003,BGY,Aguinaldo
0631000004,BGY,Airport
0631000005,BGY,Alalasan Lapuz
0631000006,BGY,Arguelles
0631000007,BGY,Arsenal Aduana
0631000008,BGY,North Avance a
0631000009,BGY,Bakhaw
0631000010,BGY,Balabago
0631000011,BGY,Balantang
0631000012,BGY,Baldoza
0631000014,BGY,Sinikway
0631000015,BGY,Bantud
0631000016,BGY,Banuyao
0631000017,BGY,Baybay Tanza
0631000018,BGY,Benedicto
0631000019,BGY,Bito-on
0631000020,BGY,Monica Blumentritt
0631000021,BGY,Bolilao
0631000022,BGY,Bonifacio Tanza
0631000023,BGY,Bonifacio
0631000024,BGY,Buhang
0631000025,BGY,Buhang Taft North
0631000026,BGY,Buntatala
0631000028,BGY,Seminario
0631000029,BGY,Caingin
0631000030,BGY,Calahunan
0631000031,BGY,Calaparan
0631000032,BGY,Calumpang
0631000033,BGY,Camalig
0631000034,BGY,El 98 Castilla
0631000035,BGY,Cochero
0631000036,BGY,Compania
0631000038,BGY,Concepcion-Montes
0631000040,BGY,Cuartero
0631000041,BGY,Cubay
0631000042,BGY,Danao
0631000043,BGY,Mabolo-Delgado
0631000044,BGY,Democracia
0631000045,BGY,Desamparados
0631000046,BGY,Divinagracia
0631000047,BGY,Don Esteban-Lapuz
0631000048,BGY,Dulonan
0631000049,BGY,Dungon
0631000050,BGY,Dungon A
0631000051,BGY,Dungon B
0631000052,BGY,East Baluarte
0631000053,BGY,East Timawa
0631000054,BGY,Edganzon
0631000055,BGY,Tanza-Esperanza
0631000056,BGY,Fajardo
0631000057,BGY,Flores
0631000060,BGY,South Fundidor
0631000061,BGY,General Hughes-Montes
0631000062,BGY,Gloria
0631000063,BGY,Gustilo
0631000064,BGY,Guzman-Jesena
0631000065,BGY,Habog-habog Salvacion
0631000067,BGY,Hibao-an Sur
0631000068,BGY,Hinactacan
0631000069,BGY,Hipodromo
0631000070,BGY,Inday
0631000071,BGY,Infante
0631000072,BGY,Ingore
0631000073,BGY,Jalandoni Estate-Lapuz
0631000074,BGY,Jalandoni-Wilson
0631000075,BGY,Delgado-Jalandoni-Bagumbayan
0631000076,BGY,Javellana
0631000077,BGY,Jereos
0631000078,BGY,Calubihan
0631000079,BGY,Kasingkasing
0631000080,BGY,Katilingban
0631000081,BGY,Kauswagan
0631000084,BGY,Our Lady Of Fatima
0631000085,BGY,Laguda
0631000086,BGY,Lanit
0631000087,BGY,Lapuz Norte
0631000088,BGY,Lapuz Sur
0631000089,BGY,Legaspi dela Rama
0631000090,BGY,Liberation
0631000091,BGY,"\""Libertad, Santa Isabel\"""
0631000092,BGY,Libertad-Lapuz
0631000093,BGY,Lopez Jaena
0631000094,BGY,Loboc-Lapuz
0631000095,BGY,Lopez Jaena Norte
0631000096,BGY,Lopez Jaena Sur
0631000097,BGY,Luna
0631000098,BGY,M. V. Hechanova
0631000099,BGY,Burgos-Mabini-Plaza
0631000100,BGY,Macarthur
0631000101,BGY,Magdalo
0631000102,BGY,Magsaysay
0631000103,BGY,Magsaysay Village
0631000104,BGY,Malipayon-Delgado
0631000105,BGY,Mansaya-Lapuz
0631000106,BGY,Marcelo H. del Pilar
0631000107,BGY,Maria Clara
0631000108,BGY,Maria Cristina
0631000109,BGY,Mohon
0631000110,BGY,Molo Boulevard
0631000112,BGY,Montinola
0631000113,BGY,Muelle Loney-Montes
0631000114,BGY,Nabitasan
0631000115,BGY,Navais
0631000116,BGY,Nonoy
0631000117,BGY,North Fundidor
0631000118,BGY,North Baluarte
0631000119,BGY,North San Jose
0631000120,BGY,O ate de Leon
0631000121,BGY,Obrero-Lapuz
0631000122,BGY,Ortiz
0631000123,BGY,Osme a
0631000124,BGY,Our Lady Of Lourdes
0631000125,BGY,Rizal Palapala I
0631000126,BGY,Rizal Palapala II
0631000127,BGY,PHHC Block 17
0631000128,BGY,PHHC Block 22 NHA
0631000129,BGY,Poblacion Molo
0631000131,BGY,President Roxas
0631000132,BGY,Progreso-Lapuz
0631000133,BGY,Punong-Lapuz
0631000134,BGY,Quezon
0631000135,BGY,Quintin Salas
0631000136,BGY,Rima-Rizal
0631000137,BGY,Rizal Estanzuela
0631000138,BGY,Rizal Ibarra
0631000139,BGY,Railway
0631000140,BGY,Roxas Village
0631000144,BGY,Sambag
0631000146,BGY,Sampaguita
0631000148,BGY,San Agustin
0631000149,BGY,San Antonio
0631000150,BGY,San Felix
0631000151,BGY,San Isidro
0631000152,BGY,Hibao-an Norte
0631000154,BGY,San Jose
0631000155,BGY,San Jose
0631000156,BGY,San Juan
0631000157,BGY,San Nicolas
0631000158,BGY,San Pedro
0631000159,BGY,San Pedro
0631000160,BGY,San Rafael
0631000161,BGY,San Roque
0631000163,BGY,San Vicente
0631000164,BGY,Santa Filomena
0631000165,BGY,Santa Rosa
0631000166,BGY,Santo Domingo
0631000167,BGY,Santo Ni o Norte
0631000168,BGY,Santo Ni o Sur
0631000169,BGY,Santo Rosario-Duran
0631000170,BGY,Simon Ledesma
0631000171,BGY,So-oc
0631000172,BGY,South Baluarte
0631000173,BGY,South San Jose
0631000174,BGY,Taal
0631000175,BGY,Tabuc Suba
0631000176,BGY,Tabucan
0631000177,BGY,Tacas
0631000178,BGY,Abeto Mirasol Taft South
0631000179,BGY,Tagbac
0631000181,BGY,Tap-oc
0631000182,BGY,Taytay Zone II
0631000183,BGY,Ticud
0631000185,BGY,Timawa Tanza I
0631000186,BGY,Timawa Tanza II
0631000187,BGY,Ungka
0631000188,BGY,Veterans Village
0631000189,BGY,Villa Anita
0631000191,BGY,West Habog-habog
0631000192,BGY,West Timawa
0631000193,BGY,Yulo-Arroyo
0631000194,BGY,Yulo Drive
0631000195,BGY,Zamora-Melliza
0631000196,BGY,Pale Benedicto Rizal
0631000197,BGY,Kahirupan
0631000198,BGY,Luna
0631000199,BGY,San Isidro
0631000200,BGY,San Jose
0631000201,BGY,Tabuc Suba
0631000202,BGY,Rizal
0700000000,REG,Region VII (Central Visayas)
0701200000,PROV,Bohol
0701201000,MUN,Alburquerque
0701201001,BGY,Bahi
0701201002,BGY,Basacdacu
0701201003,BGY,Cantiguib
0701201004,BGY,Dangay
0701201005,BGY,East Poblacion
0701201006,BGY,Ponong
0701201007,BGY,San Agustin
0701201008,BGY,Santa Filomena
0701201009,BGY,Tagbuane
0701201010,BGY,Toril
0701201011,BGY,West Poblacion
0701202000,MUN,Alicia
0701202001,BGY,Cabatang
0701202002,BGY,Cagongcagong
0701202003,BGY,Cambaol
0701202004,BGY,Cayacay
0701202005,BGY,Del Monte
0701202006,BGY,Katipunan
0701202007,BGY,La Hacienda
0701202008,BGY,Mahayag
0701202009,BGY,Napo
0701202010,BGY,Pagahat
0701202011,BGY,Poblacion
0701202012,BGY,Progreso
0701202013,BGY,Putlongcam
0701202014,BGY,Sudlon
0701202015,BGY,Untaga
0701203000,MUN,Anda
0701203001,BGY,Almaria
0701203002,BGY,Bacong
0701203003,BGY,Badiang
0701203004,BGY,Buenasuerte
0701203005,BGY,Candabong
0701203006,BGY,Casica
0701203007,BGY,Katipunan
0701203008,BGY,Linawan
0701203009,BGY,Lundag
0701203010,BGY,Poblacion
0701203011,BGY,Santa Cruz
0701203012,BGY,Suba
0701203013,BGY,Talisay
0701203014,BGY,Tanod
0701203015,BGY,Tawid
0701203016,BGY,Virgen
0701204000,MUN,Antequera
0701204001,BGY,Angilan
0701204002,BGY,Bantolinao
0701204003,BGY,Bicahan
0701204004,BGY,Bitaugan
0701204005,BGY,Bungahan
0701204007,BGY,Canlaas
0701204008,BGY,Cansibuan
0701204009,BGY,Can-omay
0701204010,BGY,Celing
0701204011,BGY,Danao
0701204012,BGY,Danicop
0701204013,BGY,Mag-aso
0701204014,BGY,Poblacion
0701204015,BGY,Quinapon-an
0701204016,BGY,Santo Rosario
0701204017,BGY,Tabuan
0701204018,BGY,Tagubaas
0701204019,BGY,Tupas
0701204020,BGY,Ubojan
0701204021,BGY,Viga
0701204022,BGY,Villa Aurora
0701205000,MUN,Baclayon
0701205001,BGY,Cambanac
0701205002,BGY,Dasitam
0701205003,BGY,Buenaventura
0701205004,BGY,Guiwanon
0701205005,BGY,Landican
0701205006,BGY,Laya
0701205007,BGY,Libertad
0701205008,BGY,Montana
0701205009,BGY,Pamilacan
0701205010,BGY,Payahan
0701205011,BGY,Poblacion
0701205012,BGY,San Isidro
0701205013,BGY,San Roque
0701205014,BGY,San Vicente
0701205015,BGY,Santa Cruz
0701205016,BGY,Taguihon
0701205017,BGY,Tanday
0701206000,MUN,Balilihan
0701206001,BGY,Baucan Norte
0701206002,BGY,Baucan Sur
0701206003,BGY,Boctol
0701206004,BGY,Boyog Norte
0701206005,BGY,Boyog Proper
0701206006,BGY,Boyog Sur
0701206007,BGY,Cabad
0701206008,BGY,Candasig
0701206009,BGY,Cantalid
0701206010,BGY,Cantomimbo
0701206011,BGY,Cogon
0701206012,BGY,Datag Norte
0701206013,BGY,Datag Sur
0701206014,BGY,Del Carmen Este
0701206015,BGY,Del Carmen Norte
0701206016,BGY,Del Carmen Weste
0701206017,BGY,Del Carmen Sur
0701206018,BGY,Del Rosario
0701206019,BGY,Dorol
0701206020,BGY,Haguilanan Grande
0701206021,BGY,Hanopol Este
0701206022,BGY,Hanopol Norte
0701206023,BGY,Hanopol Weste
0701206024,BGY,Magsija
0701206025,BGY,Maslog
0701206026,BGY,Sagasa
0701206027,BGY,Sal-ing
0701206028,BGY,San Isidro
0701206029,BGY,San Roque
0701206030,BGY,Santo Ni o
0701206031,BGY,Tagustusan
0701207000,MUN,Batuan
0701207001,BGY,Aloja
0701207002,BGY,Cabacnitan
0701207003,BGY,Cambacay
0701207004,BGY,Cantigdas
0701207005,BGY,Garcia
0701207006,BGY,Janlud
0701207008,BGY,Poblacion Norte
0701207009,BGY,Poblacion Sur
0701207010,BGY,Poblacion Vieja
0701207011,BGY,Quezon
0701207012,BGY,Quirino
0701207013,BGY,Rizal
0701207014,BGY,Rosariohan
0701207016,BGY,Behind The Clouds
0701207017,BGY,Santa Cruz
0701208000,MUN,Bilar
0701208001,BGY,Bonifacio
0701208002,BGY,Bugang Norte
0701208003,BGY,Bugang Sur
0701208004,BGY,Cabacnitan
0701208005,BGY,Cambigsi
0701208006,BGY,Campagao
0701208007,BGY,Cansumbol
0701208008,BGY,Dagohoy
0701208009,BGY,Owac
0701208010,BGY,Poblacion
0701208011,BGY,Quezon
0701208012,BGY,Riverside
0701208013,BGY,Rizal
0701208014,BGY,Roxas
0701208015,BGY,Subayon
0701208016,BGY,Villa Aurora
0701208017,BGY,Villa Suerte
0701208018,BGY,Yanaya
0701208019,BGY,Zamora
0701209000,MUN,Buenavista
0701209001,BGY,Anonang
0701209002,BGY,Asinan
0701209003,BGY,Bago
0701209004,BGY,Baluarte
0701209005,BGY,Bantuan
0701209006,BGY,Bato
0701209007,BGY,Bonotbonot
0701209008,BGY,Bugaong
0701209011,BGY,Cambuhat
0701209012,BGY,Cambus-oc
0701209013,BGY,Cangawa
0701209014,BGY,Cantomugcad
0701209015,BGY,Cantores
0701209016,BGY,Cantuba
0701209017,BGY,Catigbian
0701209018,BGY,Cawag
0701209019,BGY,Cruz
0701209020,BGY,Dait
0701209021,BGY,Eastern Cabul-an
0701209022,BGY,Hunan
0701209025,BGY,Lapacan Norte
0701209026,BGY,Lapacan Sur
0701209028,BGY,Lubang
0701209029,BGY,Lusong
0701209030,BGY,Magkaya
0701209031,BGY,Merryland
0701209032,BGY,Nueva Granada
0701209033,BGY,Nueva Montana
0701209034,BGY,Overland
0701209035,BGY,Panghagban
0701209036,BGY,Poblacion
0701209037,BGY,Puting Bato
0701209038,BGY,Rufo Hill
0701209039,BGY,Sweetland
0701209040,BGY,Western Cabul-an
0701210000,MUN,Calape
0701210001,BGY,Abucayan Norte
0701210002,BGY,Abucayan Sur
0701210003,BGY,Banlasan
0701210004,BGY,Bentig
0701210005,BGY,Binogawan
0701210006,BGY,Bonbon
0701210007,BGY,Cabayugan
0701210008,BGY,Cabudburan
0701210009,BGY,Calunasan
0701210010,BGY,Camias
0701210011,BGY,Canguha
0701210012,BGY,Catmonan
0701210013,BGY,Desamparados
0701210014,BGY,Kahayag
0701210015,BGY,Kinabag-an
0701210016,BGY,Labuon
0701210017,BGY,Lawis
0701210018,BGY,Liboron
0701210019,BGY,Lo-oc
0701210020,BGY,Lomboy
0701210021,BGY,Lucob
0701210022,BGY,Madangog
0701210023,BGY,Magtongtong
0701210024,BGY,Mandaug
0701210025,BGY,Mantatao
0701210027,BGY,Sampoangon
0701210028,BGY,San Isidro
0701210029,BGY,Santa Cruz
0701210030,BGY,Sojoton
0701210031,BGY,Talisay
0701210032,BGY,Tinibgan
0701210033,BGY,Tultugan
0701210034,BGY,Ulbujan
0701211000,MUN,Candijay
0701211001,BGY,Abihilan
0701211002,BGY,Anoling
0701211003,BGY,Boyo-an
0701211004,BGY,Cadapdapan
0701211005,BGY,Cambane
0701211006,BGY,Can-olin
0701211007,BGY,Canawa
0701211008,BGY,Cogtong
0701211009,BGY,La Union
0701211010,BGY,Luan
0701211011,BGY,Lungsoda-an
0701211012,BGY,Mahangin
0701211013,BGY,Pagahat
0701211014,BGY,Panadtaran
0701211015,BGY,Panas
0701211016,BGY,Poblacion
0701211017,BGY,San Isidro
0701211018,BGY,Tambongan
0701211019,BGY,Tawid
0701211021,BGY,Tugas
0701211022,BGY,Tubod
0701212000,MUN,Carmen
0701212001,BGY,Alegria
0701212002,BGY,Bicao
0701212003,BGY,Buenavista
0701212004,BGY,Buenos Aires
0701212005,BGY,Calatrava
0701212006,BGY,El Progreso
0701212007,BGY,El Salvador
0701212008,BGY,Guadalupe
0701212009,BGY,Katipunan
0701212010,BGY,La Libertad
0701212011,BGY,La Paz
0701212012,BGY,La Salvacion
0701212013,BGY,La Victoria
0701212014,BGY,Matin-ao
0701212015,BGY,Montehermoso
0701212016,BGY,Montesuerte
0701212017,BGY,Montesunting
0701212018,BGY,Montevideo
0701212019,BGY,Nueva Fuerza
0701212020,BGY,Nueva Vida Este
0701212021,BGY,Nueva Vida Sur
0701212022,BGY,Nueva Vida Norte
0701212023,BGY,Poblacion Norte
0701212024,BGY,Poblacion Sur
0701212025,BGY,Tambo-an
0701212026,BGY,Vallehermoso
0701212027,BGY,Villaflor
0701212028,BGY,Villafuerte
0701212029,BGY,Villarcayo
0701213000,MUN,Catigbian
0701213001,BGY,Alegria
0701213002,BGY,Ambuan
0701213003,BGY,Baang
0701213004,BGY,Bagtic
0701213005,BGY,Bongbong
0701213007,BGY,Cambailan
0701213008,BGY,Candumayao
0701213009,BGY,Kang-iras
0701213011,BGY,Causwagan Norte
0701213013,BGY,Hagbuaya
0701213014,BGY,Haguilanan
0701213015,BGY,Libertad Sur
0701213016,BGY,Liboron
0701213017,BGY,Mahayag Norte
0701213018,BGY,Mahayag Sur
0701213019,BGY,Maitum
0701213020,BGY,Mantasida
0701213021,BGY,Poblacion
0701213022,BGY,Rizal
0701213025,BGY,Sinakayanan
0701213026,BGY,Triple Union
0701213027,BGY,Poblacion Weste
0701214000,MUN,Clarin
0701214001,BGY,Bacani
0701214002,BGY,Bogtongbod
0701214003,BGY,Bonbon
0701214004,BGY,Bontud
0701214005,BGY,Buacao
0701214006,BGY,Buangan
0701214007,BGY,Cabog
0701214008,BGY,Caboy
0701214009,BGY,Caluwasan
0701214010,BGY,Candajec
0701214011,BGY,Cantoyoc
0701214012,BGY,Comaang
0701214013,BGY,Danahao
0701214014,BGY,Katipunan
0701214015,BGY,Lajog
0701214016,BGY,Mataub
0701214017,BGY,Nahawan
0701214018,BGY,Poblacion Centro
0701214019,BGY,Poblacion Norte
0701214020,BGY,Poblacion Sur
0701214021,BGY,Tangaran
0701214022,BGY,Tontunan
0701214023,BGY,Tubod
0701214024,BGY,Villaflor
0701215000,MUN,Corella
0701215001,BGY,Anislag
0701215002,BGY,Canangca-an
0701215003,BGY,Canapnapan
0701215004,BGY,Cancatac
0701215005,BGY,Pandol
0701215006,BGY,Poblacion
0701215007,BGY,Sambog
0701215008,BGY,Tanday
0701216000,MUN,Cortes
0701216001,BGY,De la Paz
0701216002,BGY,Fatima
0701216003,BGY,Loreto
0701216004,BGY,Lourdes
0701216005,BGY,Malayo Norte
0701216006,BGY,Malayo Sur
0701216007,BGY,Monserrat
0701216008,BGY,New Lourdes
0701216009,BGY,Patrocinio
0701216010,BGY,Poblacion
0701216011,BGY,Rosario
0701216012,BGY,Salvador
0701216013,BGY,San Roque
0701216014,BGY,Upper de la Paz
0701217000,MUN,Dagohoy
0701217001,BGY,Babag
0701217002,BGY,Can-oling
0701217003,BGY,Candelaria
0701217004,BGY,Estaca
0701217005,BGY,Cagawasan
0701217006,BGY,Cagawitan
0701217007,BGY,Caluasan
0701217008,BGY,La Esperanza
0701217009,BGY,Mahayag
0701217010,BGY,Malitbog
0701217011,BGY,Poblacion
0701217012,BGY,San Miguel
0701217013,BGY,San Vicente
0701217014,BGY,Santa Cruz
0701217015,BGY,Villa Aurora
0701218000,MUN,Danao
0701218001,BGY,Cabatuan
0701218002,BGY,Cantubod
0701218003,BGY,Carbon
0701218004,BGY,Concepcion
0701218005,BGY,Dagohoy
0701218006,BGY,Hibale
0701218007,BGY,Magtangtang
0701218008,BGY,Nahud
0701218009,BGY,Poblacion
0701218010,BGY,Remedios
0701218011,BGY,San Carlos
0701218012,BGY,San Miguel
0701218013,BGY,Santa Fe
0701218014,BGY,Santo Ni o
0701218015,BGY,Tabok
0701218016,BGY,Taming
0701218017,BGY,Villa Anunciado
0701219000,MUN,Dauis
0701219001,BGY,Biking
0701219002,BGY,Bingag
0701219003,BGY,San Isidro
0701219004,BGY,Catarman
0701219005,BGY,Dao
0701219006,BGY,Mayacabac
0701219007,BGY,Poblacion
0701219008,BGY,Songculan
0701219009,BGY,Tabalong
0701219010,BGY,Tinago
0701219011,BGY,Totolan
0701219012,BGY,Mariveles
0701220000,MUN,Dimiao
0701220001,BGY,Abihid
0701220002,BGY,Alemania
0701220003,BGY,Baguhan
0701220004,BGY,Bakilid
0701220005,BGY,Balbalan
0701220006,BGY,Banban
0701220007,BGY,Bauhugan
0701220008,BGY,Bilisan
0701220009,BGY,Cabagakian
0701220010,BGY,Cabanbanan
0701220011,BGY,Cadap-agan
0701220012,BGY,Cambacol
0701220013,BGY,Cambayaon
0701220014,BGY,Canhayupon
0701220015,BGY,Canlambong
0701220016,BGY,Casingan
0701220017,BGY,Catugasan
0701220018,BGY,Datag
0701220019,BGY,Guindaguitan
0701220020,BGY,Guingoyuran
0701220021,BGY,Ile
0701220022,BGY,Lapsaon
0701220023,BGY,Limokon Ilaod
0701220024,BGY,Limokon Ilaya
0701220025,BGY,Luyo
0701220026,BGY,Malijao
0701220027,BGY,Oac
0701220028,BGY,Pagsa
0701220029,BGY,Pangihawan
0701220030,BGY,Sawang
0701220031,BGY,Puangyuta
0701220033,BGY,Tangohay
0701220036,BGY,Taongon Cabatuan
0701220037,BGY,Tawid Bitaog
0701220038,BGY,Taongon Can-andam
0701221000,MUN,Duero
0701221001,BGY,Alejawan
0701221002,BGY,Angilan
0701221003,BGY,Anibongan
0701221004,BGY,Bangwalog
0701221005,BGY,Cansuhay
0701221006,BGY,Danao
0701221007,BGY,Duay
0701221008,BGY,Guinsularan
0701221009,BGY,Itum
0701221010,BGY,Langkis
0701221011,BGY,Lobogon
0701221012,BGY,Madua Norte
0701221013,BGY,Madua Sur
0701221014,BGY,Mambool
0701221015,BGY,Mawi
0701221016,BGY,Payao
0701221017,BGY,San Antonio
0701221018,BGY,San Isidro
0701221019,BGY,San Pedro
0701221020,BGY,Imelda
0701221021,BGY,Taytay
0701222000,MUN,Garcia Hernandez
0701222001,BGY,Abijilan
0701222002,BGY,Antipolo
0701222003,BGY,Basiao
0701222004,BGY,Cagwang
0701222005,BGY,Calma
0701222006,BGY,Cambuyo
0701222007,BGY,Canayaon East
0701222008,BGY,Canayaon West
0701222009,BGY,Candanas
0701222010,BGY,Candulao
0701222011,BGY,Catmon
0701222012,BGY,Cayam
0701222013,BGY,Cupa
0701222014,BGY,Datag
0701222015,BGY,Estaca
0701222016,BGY,Libertad
0701222017,BGY,Lungsodaan East
0701222018,BGY,Lungsodaan West
0701222019,BGY,Malinao
0701222020,BGY,Manaba
0701222021,BGY,Pasong
0701222022,BGY,Poblacion East
0701222023,BGY,Poblacion West
0701222024,BGY,Sacaon
0701222025,BGY,Sampong
0701222026,BGY,Tabuan
0701222027,BGY,Togbongon
0701222028,BGY,Ulbujan East
0701222029,BGY,Ulbujan West
0701222030,BGY,Victoria
0701223000,MUN,Guindulman
0701223001,BGY,Basdio
0701223002,BGY,Bato
0701223003,BGY,Bayong
0701223004,BGY,Biabas
0701223005,BGY,Bulawan
0701223006,BGY,Cabantian
0701223007,BGY,Canhaway
0701223008,BGY,Cansiwang
0701223009,BGY,Casbu
0701223010,BGY,Catungawan Sur
0701223011,BGY,Catungawan Norte
0701223013,BGY,Guinacot
0701223014,BGY,Guio-ang
0701223016,BGY,Lombog
0701223017,BGY,Mayuga
0701223018,BGY,Sawang
0701223019,BGY,Tabajan
0701223021,BGY,Tabunok
0701223022,BGY,Trinidad
0701224000,MUN,Inabanga
0701224001,BGY,Anonang
0701224002,BGY,Bahan
0701224003,BGY,Badiang
0701224005,BGY,Baguhan
0701224007,BGY,Banahao
0701224008,BGY,Baogo
0701224009,BGY,Bugang
0701224010,BGY,Cagawasan
0701224011,BGY,Cagayan
0701224012,BGY,Cambitoon
0701224013,BGY,Canlinte
0701224014,BGY,Cawayan
0701224015,BGY,Cogon
0701224016,BGY,Cuaming
0701224017,BGY,Dagnawan
0701224018,BGY,Dagohoy
0701224019,BGY,Dait Sur
0701224020,BGY,Datag
0701224021,BGY,Fatima
0701224022,BGY,Hambongan
0701224023,BGY,Ilaud
0701224024,BGY,Ilaya
0701224025,BGY,Ilihan
0701224027,BGY,Lapacan Norte
0701224028,BGY,Lapacan Sur
0701224029,BGY,Lawis
0701224030,BGY,Liloan Norte
0701224031,BGY,Liloan Sur
0701224032,BGY,Lomboy
0701224033,BGY,Lonoy Cainsican
0701224034,BGY,Lonoy Roma
0701224035,BGY,Lutao
0701224036,BGY,Luyo
0701224037,BGY,Mabuhay
0701224038,BGY,Maria Rosario
0701224039,BGY,Nabuad
0701224040,BGY,Napo
0701224041,BGY,Ondol
0701224042,BGY,Poblacion
0701224043,BGY,Riverside
0701224044,BGY,Saa
0701224045,BGY,San Isidro
0701224046,BGY,San Jose
0701224047,BGY,Santo Ni o
0701224048,BGY,Santo Rosario
0701224049,BGY,Sua
0701224050,BGY,Tambook
0701224051,BGY,Tungod
0701224052,BGY,U-og
0701224053,BGY,Ubujan
0701225000,MUN,Jagna
0701225001,BGY,Alejawan
0701225002,BGY,Balili
0701225003,BGY,Boctol
0701225004,BGY,Buyog
0701225005,BGY,Bunga Ilaya
0701225006,BGY,Bunga Mar
0701225007,BGY,Cabunga-an
0701225008,BGY,Calabacita
0701225009,BGY,Cambugason
0701225010,BGY,Can-ipol
0701225011,BGY,Canjulao
0701225012,BGY,Cantagay
0701225013,BGY,Cantuyoc
0701225014,BGY,Can-uba
0701225015,BGY,Can-upao
0701225016,BGY,Faraon
0701225017,BGY,Ipil
0701225018,BGY,Kinagbaan
0701225019,BGY,Laca
0701225020,BGY,Larapan
0701225021,BGY,Lonoy
0701225022,BGY,Looc
0701225023,BGY,Malbog
0701225024,BGY,Mayana
0701225025,BGY,Naatang
0701225026,BGY,Nausok
0701225027,BGY,Odiong
0701225028,BGY,Pagina
0701225029,BGY,Pangdan
0701225030,BGY,Poblacion
0701225031,BGY,Tejero
0701225032,BGY,Tubod Mar
0701225033,BGY,Tubod Monte
0701226000,MUN,Getafe
0701226001,BGY,Alumar
0701226002,BGY,Banacon
0701226003,BGY,Buyog
0701226004,BGY,Cabasakan
0701226006,BGY,Campao Occidental
0701226007,BGY,Campao Oriental
0701226008,BGY,Cangmundo
0701226009,BGY,Carlos P. Garcia
0701226010,BGY,Corte Baud
0701226011,BGY,Handumon
0701226012,BGY,Jagoliao
0701226013,BGY,Jandayan Norte
0701226014,BGY,Jandayan Sur
0701226015,BGY,Mahanay
0701226016,BGY,Nasingin
0701226017,BGY,Pandanon
0701226018,BGY,Poblacion
0701226019,BGY,Saguise
0701226020,BGY,Salog
0701226021,BGY,San Jose
0701226022,BGY,Santo Ni o
0701226023,BGY,Taytay
0701226024,BGY,Tugas
0701226025,BGY,Tulang
0701227000,MUN,Lila
0701227001,BGY,Banban
0701227002,BGY,Bonkokan Ilaya
0701227003,BGY,Bonkokan Ubos
0701227004,BGY,Calvario
0701227005,BGY,Candulang
0701227006,BGY,Catugasan
0701227007,BGY,Cayupo
0701227008,BGY,Cogon
0701227009,BGY,Jambawan
0701227010,BGY,La Fortuna
0701227011,BGY,Lomanoy
0701227012,BGY,Macalingan
0701227013,BGY,Malinao East
0701227014,BGY,Malinao West
0701227015,BGY,Nagsulay
0701227016,BGY,Poblacion
0701227017,BGY,Taug
0701227018,BGY,Tiguis
0701228000,MUN,Loay
0701228001,BGY,Agape
0701228002,BGY,Alegria Norte
0701228003,BGY,Alegria Sur
0701228004,BGY,Bonbon
0701228005,BGY,Botoc Occidental
0701228006,BGY,Botoc Oriental
0701228007,BGY,Calvario
0701228008,BGY,Concepcion
0701228010,BGY,Hinawanan
0701228011,BGY,Las Salinas Norte
0701228012,BGY,Las Salinas Sur
0701228013,BGY,Palo
0701228014,BGY,Poblacion Ibabao
0701228015,BGY,Poblacion Ubos
0701228016,BGY,Sagnap
0701228017,BGY,Tambangan
0701228018,BGY,Tangcasan Norte
0701228019,BGY,Tangcasan Sur
0701228020,BGY,Tayong Occidental
0701228021,BGY,Tayong Oriental
0701228023,BGY,Tocdog Dacu
0701228024,BGY,Tocdog Ilaya
0701228025,BGY,Villalimpia
0701228026,BGY,Yanangan
0701229000,MUN,Loboc
0701229001,BGY,Agape
0701229002,BGY,Alegria
0701229003,BGY,Bagumbayan
0701229004,BGY,Bahian
0701229005,BGY,Bonbon Lower
0701229006,BGY,Bonbon Upper
